DATE,PREC,RUNOFF,DEFICIT_35,DEFICIT_70,DEFICIT_90
2001-01-01,0.0,0.0,16.47,33.27,41.46
2001-01-02,0.1,0.0,16.94,33.86,41.85
2001-01-03,1.3,0.0,16.24,33.25,41.08
2001-01-04,15.8,0.0,3.438,18.05,25.73
2001-01-05,0.0,0.0,7.934,18.95,26.28
2001-01-06,0.1,0.0,9.679,20.17,26.79
2001-01-07,0.2,0.0,10.81,21.42,27.38
2001-01-08,6.1,0.0,6.548,16.46,21.88
2001-01-09,0.3,0.0,8.626,17.48,22.36
2001-01-10,0.1,0.0,9.828,18.72,23.04
2001-01-11,0.1,0.0,10.37,19.51,23.34
2001-01-12,7.3,0.0,4.931,13.06,16.55
2001-01-13,5.0,0.0,3.478,9.215,12.23
2001-01-14,0.0,0.0,5.793,10.57,12.83
2001-01-15,0.1,0.0,6.774,11.68,13.25
2001-01-16,0.0,0.0,7.494,12.66,13.75
2001-01-17,1.7,0.0,6.685,11.85,12.65
2001-01-18,2.0,0.0,5.981,10.72,11.29
2001-01-19,0.0,0.0,7.05,11.62,11.95
2001-01-20,0.2,0.0,7.5,12.26,12.43
2001-01-21,0.5,0.0,7.67,12.62,12.71
2001-01-22,0.1,0.0,8.204,13.37,13.45
2001-01-23,0.0,0.0,8.513,13.96,14.06
2001-01-24,0.0,0.0,9.069,14.85,15.04
2001-01-25,7.8,0.0,3.38,8.094,8.397
2001-01-26,0.0,0.0,5.697,9.231,9.341
2001-01-27,0.7,0.0,6.237,9.855,9.693
2001-01-28,0.1,0.0,6.81,10.64,10.28
2001-01-29,18.7,0.0,-5.901,-6.966,-7.574
2001-01-30,24.0,0.0,-13.55,-26.56,-30.21
2001-01-31,0.0,0.0,-6.529,-19.38,-28.2
2001-02-01,0.0,0.0,-4.516,-15.92,-25.49
2001-02-02,0.0,0.0,-3.336,-13.54,-22.7
2001-02-03,0.0,0.0,-2.41,-11.51,-20.1
2001-02-04,0.0,0.0,-1.523,-9.593,-17.61
2001-02-05,0.0,0.0,-0.7307,-7.818,-15.29
2001-02-06,0.0,0.0,-0.0006828,-6.165,-13.11
2001-02-07,0.0,0.0,0.7679,-4.506,-10.94
2001-02-08,0.0,0.0,1.509,-2.882,-8.824
2001-02-09,3.5,0.0,-0.4522,-4.914,-10.47
2001-02-10,19.4,0.0,-10.76,-21.81,-28.07
2001-02-11,0.0,0.0,-5.112,-16.71,-25.51
2001-02-12,0.0,0.0,-3.271,-13.49,-22.5
2001-02-13,0.0,0.0,-2.128,-11.09,-19.59
2001-02-14,0.0,0.0,-1.279,-9.106,-17.01
2001-02-15,0.0,0.0,-0.4761,-7.281,-14.61
2001-02-16,0.0,0.0,0.4261,-5.374,-12.12
2001-02-17,0.0,0.0,1.069,-3.782,-10.0
2001-02-18,0.0,0.0,1.791,-2.178,-7.88
2001-02-19,0.0,0.0,2.571,-0.5053,-5.692
2001-02-20,0.0,0.0,3.177,0.9559,-3.756
2001-02-21,0.0,0.0,3.876,2.48,-1.755
2001-02-22,0.0,0.0,4.634,4.099,0.3485
2001-02-23,0.0,0.0,5.365,5.707,2.44
2001-02-24,6.5,0.0,0.7877,0.3739,-2.564
2001-02-25,0.6,0.0,2.328,1.152,-1.904
2001-02-26,0.2,0.0,3.299,2.454,-0.7285
2001-02-27,0.0,0.0,4.272,4.043,0.9406
2001-02-28,1.1,0.0,3.991,4.168,1.221
2001-03-01,0.4,0.0,4.561,5.06,2.3
2001-03-02,9.9,0.0,-1.952,-3.473,-6.162
2001-03-03,3.7,0.0,-1.423,-5.07,-8.435
2001-03-04,0.0,0.0,1.305,-2.076,-6.065
2001-03-05,0.1,0.0,2.516,0.1073,-4.03
2001-03-06,0.0,0.0,3.179,1.554,-2.476
2001-03-07,0.0,0.0,3.821,2.89,-0.8745
2001-03-08,6.7,0.0,-0.5435,-2.46,-5.998
2001-03-09,1.9,0.0,0.5931,-2.21,-5.931
2001-03-10,0.1,0.0,2.284,-0.01318,-3.892
2001-03-11,0.0,0.0,3.218,1.73,-2.085
2001-03-12,0.1,0.0,4.152,3.558,0.07455
2001-03-13,6.5,0.0,0.07106,-1.24,-4.435
2001-03-14,0.0,0.0,2.734,1.29,-1.891
2001-03-15,0.0,0.0,4.069,3.617,0.55
2001-03-16,0.0,0.0,5.038,5.589,2.823
2001-03-17,2.7,0.0,3.752,4.671,2.274
2001-03-18,0.1,0.0,5.154,6.46,4.354
2001-03-19,0.0,0.0,6.217,8.402,6.628
2001-03-20,0.0,0.0,7.081,10.2,8.817
2001-03-21,0.0,0.0,7.749,11.7,10.71
2001-03-22,0.0,0.0,8.872,13.94,13.55
2001-03-23,0.0,0.0,9.735,15.86,16.02
2001-03-24,0.0,0.0,10.57,17.72,18.43
2001-03-25,0.0,0.0,11.68,20.05,21.44
2001-03-26,0.0,0.0,12.4,21.76,23.66
2001-03-27,6.5,0.0,7.569,16.88,19.28
2001-03-28,3.6,0.0,6.896,15.01,17.73
2001-03-29,0.4,0.0,8.718,16.55,19.34
2001-03-30,30.4,0.0,-10.52,-12.18,-9.751
2001-03-31,5.7,0.0,-5.496,-12.13,-12.83
2001-04-01,0.0,0.0,-1.371,-6.932,-10.25
2001-04-02,0.0,0.0,0.7657,-3.204,-7.434
2001-04-03,0.0,0.0,2.427,-0.05974,-4.205
2001-04-04,0.0,0.0,3.657,2.492,-1.235
2001-04-05,3.5,0.0,1.942,1.086,-2.2
2001-04-06,0.0,0.0,4.009,3.794,0.9241
2001-04-07,2.8,0.0,3.056,3.337,0.8255
2001-04-08,0.2,0.0,4.548,5.329,3.079
2001-04-09,0.0,0.0,5.947,7.852,6.029
2001-04-10,0.5,0.0,6.757,9.818,8.529
2001-04-11,53.1,0.0,-19.54,-38.79,-42.66
2001-04-12,4.7,0.0,-12.0,-31.37,-43.24
2001-04-13,0.0,0.0,-8.529,-25.89,-37.76
2001-04-14,10.4,0.0,-12.3,-31.33,-43.2
2001-04-15,0.0,0.0,-8.458,-25.77,-37.64
2001-04-16,5.3,0.0,-9.531,-26.17,-38.04
2001-04-17,0.3,0.0,-6.725,-21.44,-33.14
2001-04-18,0.0,0.0,-4.736,-17.23,-27.93
2001-04-19,0.0,0.0,-3.267,-13.78,-23.4
2001-04-20,0.1,0.0,-2.054,-10.86,-19.47
2001-04-21,1.4,0.0,-1.841,-9.517,-17.27
2001-04-22,0.1,0.0,-0.3842,-6.794,-13.82
2001-04-23,0.0,0.0,0.9287,-4.005,-10.23
2001-04-24,0.0,0.0,2.468,-0.7473,-5.982
2001-04-25,0.0,0.0,3.821,2.291,-1.979
2001-04-26,0.0,0.0,4.971,4.961,1.547
2001-04-27,0.0,0.0,6.059,7.457,4.846
2001-04-28,0.0,0.0,7.343,10.25,8.509
2001-04-29,0.0,0.0,8.632,13.08,12.21
2001-04-30,0.0,0.0,9.813,15.73,15.67
2001-05-01,0.0,0.0,11.19,18.69,19.53
2001-05-02,1.4,0.0,11.19,19.96,21.61
2001-05-03,0.8,0.0,11.86,21.57,23.9
2001-05-04,9.6,0.0,5.413,14.26,17.19
2001-05-05,3.1,0.0,6.267,13.65,16.86
2001-05-06,4.6,0.0,5.188,11.76,14.94
2001-05-07,35.6,0.0,-10.55,-20.04,-17.84
2001-05-08,0.4,0.0,-3.597,-11.51,-14.3
2001-05-09,0.0,0.0,-0.3754,-5.811,-10.28
2001-05-10,0.0,0.0,1.694,-1.788,-6.339
2001-05-11,0.0,0.0,3.463,1.795,-2.167
2001-05-12,0.1,0.0,5.037,5.169,2.054
2001-05-13,0.1,0.0,6.283,8.002,5.693
2001-05-14,3.2,0.0,5.27,7.929,6.497
2001-05-15,0.0,0.0,7.041,10.51,9.627
2001-05-16,0.0,0.0,8.71,13.68,13.51
2001-05-17,0.0,0.0,10.04,16.49,17.01
2001-05-18,13.7,0.0,1.404,5.997,7.311
2001-05-19,0.0,0.0,5.478,9.303,10.64
2001-05-20,2.6,0.0,5.684,10.21,11.55
2001-05-21,23.6,0.0,-6.838,-10.86,-9.983
2001-05-22,0.5,0.0,-1.316,-5.776,-7.355
2001-05-23,0.6,0.0,1.209,-1.59,-4.289
2001-05-24,0.0,0.0,3.482,2.488,-0.2906
2001-05-25,0.0,0.0,5.41,6.294,4.03
2001-05-26,0.0,0.0,7.104,9.823,8.314
2001-05-27,0.0,0.0,8.94,13.64,13.1
2001-05-28,0.0,0.0,10.76,17.49,18.01
2001-05-29,0.0,0.0,12.59,21.39,23.01
2001-05-30,0.0,0.0,14.1,24.75,27.33
2001-05-31,0.0,0.0,15.46,27.77,31.24
2001-06-01,0.0,0.0,16.72,30.57,34.87
2001-06-02,3.7,0.0,14.59,29.58,34.68
2001-06-03,12.8,0.0,6.238,19.74,25.66
2001-06-04,0.0,0.0,10.88,23.17,29.68
2001-06-05,1.0,0.0,12.63,25.84,32.7
2001-06-06,3.0,0.0,11.96,25.8,32.87
2001-06-07,0.0,0.0,14.65,29.39,36.88
2001-06-08,0.0,0.0,16.85,33.1,41.11
2001-06-09,0.0,0.0,18.56,36.31,44.78
2001-06-10,0.0,0.0,20.24,39.56,48.6
2001-06-11,0.0,0.0,21.85,42.72,52.37
2001-06-12,0.0,0.0,23.29,45.63,55.88
2001-06-13,0.0,0.0,24.95,48.91,59.89
2001-06-14,0.0,0.0,26.59,52.15,63.88
2001-06-15,0.0,0.0,28.34,55.61,68.16
2001-06-16,0.0,0.0,30.0,58.89,72.23
2001-06-17,2.9,0.0,28.72,59.15,73.26
2001-06-18,0.2,0.0,30.31,62.01,76.87
2001-06-19,0.0,0.0,32.22,65.24,80.9
2001-06-20,0.0,0.0,34.14,68.62,85.11
2001-06-21,0.0,0.0,36.19,72.3,89.7
2001-06-22,0.0,0.0,38.02,75.66,93.88
2001-06-23,0.0,0.0,39.82,79.01,98.04
2001-06-24,0.0,0.0,41.84,82.71,102.6
2001-06-25,0.0,0.0,43.89,86.46,107.3
2001-06-26,0.0,0.0,45.8,89.98,111.7
2001-06-27,0.0,0.0,47.83,93.69,116.3
2001-06-28,4.8,0.0,44.62,91.84,115.2
2001-06-29,0.0,0.0,46.4,95.09,119.2
2001-06-30,0.0,0.0,48.48,98.75,123.8
2001-07-01,0.0,0.0,50.23,101.9,127.7
2001-07-02,0.2,0.0,51.8,104.8,131.4
2001-07-03,0.0,0.0,53.46,107.8,135.1
2001-07-04,0.0,0.0,54.82,110.2,138.2
2001-07-05,0.0,0.0,56.34,113.0,141.7
2001-07-06,0.0,0.0,57.8,115.6,145.1
2001-07-07,0.0,0.0,59.02,117.9,147.9
2001-07-08,0.0,0.0,60.09,119.9,150.5
2001-07-09,2.4,0.0,58.91,119.7,150.9
2001-07-10,0.0,0.0,59.86,121.4,153.0
2001-07-11,0.0,0.0,61.03,123.5,155.5
2001-07-12,0.0,0.0,61.91,125.1,157.5
2001-07-13,0.1,0.0,62.88,127.0,159.9
2001-07-14,0.0,0.0,63.82,128.7,162.1
2001-07-15,0.0,0.0,64.7,130.5,164.4
2001-07-16,0.0,0.0,65.23,131.7,165.9
2001-07-17,0.0,0.0,65.69,132.7,167.3
2001-07-18,0.3,0.0,65.93,133.5,168.4
2001-07-19,18.3,0.0,49.73,118.0,153.2
2001-07-20,16.5,0.0,35.04,103.7,139.2
2001-07-21,0.0,0.0,37.75,106.7,142.4
2001-07-22,0.0,0.0,41.45,110.1,146.1
2001-07-23,0.0,0.0,45.12,113.5,149.8
2001-07-24,16.4,0.0,32.31,100.7,137.3
2001-07-25,0.0,0.0,36.1,104.1,140.9
2001-07-26,0.0,0.0,40.31,107.7,144.8
2001-07-27,0.0,0.0,44.13,111.3,148.7
2001-07-28,0.2,0.0,47.08,114.3,151.8
2001-07-29,0.7,0.0,48.84,116.2,153.9
2001-07-30,0.0,0.0,51.1,118.7,156.6
2001-07-31,0.0,0.0,53.25,121.2,159.3
2001-08-01,0.0,0.0,55.35,123.7,161.9
2001-08-02,0.0,0.0,57.29,126.0,164.5
2001-08-03,0.0,0.0,58.91,128.1,166.7
2001-08-04,0.0,0.0,60.14,129.6,168.4
2001-08-05,0.0,0.0,61.17,131.0,169.9
2001-08-06,0.0,0.0,61.97,132.1,171.1
2001-08-07,0.0,0.0,62.6,133.1,172.2
2001-08-08,0.0,0.0,63.19,134.0,173.3
2001-08-09,0.0,0.0,63.75,135.0,174.3
2001-08-10,0.0,0.0,64.23,135.8,175.2
2001-08-11,39.4,0.0,26.93,98.69,138.2
2001-08-12,0.0,0.0,30.78,101.4,141.0
2001-08-13,0.0,0.0,35.57,104.6,144.3
2001-08-14,0.0,0.0,39.78,108.0,147.8
2001-08-15,0.0,0.0,43.57,111.4,151.3
2001-08-16,0.0,0.0,46.96,114.7,154.7
2001-08-17,0.0,0.0,49.56,117.4,157.4
2001-08-18,0.0,0.0,51.39,119.2,159.4
2001-08-19,0.0,0.0,53.42,121.5,161.7
2001-08-20,0.0,0.0,55.11,123.3,163.6
2001-08-21,0.0,0.0,56.65,125.1,165.5
2001-08-22,0.0,0.0,57.99,126.7,167.1
2001-08-23,0.0,0.0,59.24,128.2,168.7
2001-08-24,0.0,0.0,60.22,129.5,170.0
2001-08-25,0.0,0.0,60.96,130.5,171.1
2001-08-26,0.0,0.0,61.55,131.4,172.1
2001-08-27,0.0,0.0,62.1,132.3,173.0
2001-08-28,0.0,0.0,62.61,133.1,173.8
2001-08-29,0.0,0.0,63.07,133.8,174.6
2001-08-30,0.0,0.0,63.46,134.4,175.2
2001-08-31,10.2,0.0,54.61,125.7,166.6
2001-09-01,0.0,0.0,56.04,127.4,168.3
2001-09-02,0.0,0.0,57.3,128.8,169.8
2001-09-03,0.0,0.0,58.73,130.5,171.5
2001-09-04,0.6,0.0,59.2,131.1,172.1
2001-09-05,11.8,0.0,49.04,121.1,162.2
2001-09-06,0.0,0.0,50.57,122.8,163.9
2001-09-07,0.0,0.0,52.27,124.7,165.8
2001-09-08,0.0,0.0,54.08,126.6,167.8
2001-09-09,0.0,0.0,55.58,128.2,169.3
2001-09-10,0.5,0.0,56.28,128.9,170.1
2001-09-11,0.0,0.0,57.46,130.1,171.3
2001-09-12,0.0,0.0,58.6,131.2,172.5
2001-09-13,0.0,0.0,59.67,132.4,173.6
2001-09-14,17.4,0.0,44.03,116.8,158.1
2001-09-15,2.9,0.0,42.67,115.5,156.8
2001-09-16,5.5,0.0,39.05,111.8,153.2
2001-09-17,0.0,0.0,41.12,113.5,154.9
2001-09-18,0.0,0.0,43.35,115.2,156.6
2001-09-19,0.0,0.0,45.46,116.8,158.2
2001-09-20,0.0,0.0,47.58,118.6,160.0
2001-09-21,0.0,0.0,49.29,120.0,161.4
2001-09-22,0.0,0.0,50.63,121.1,162.6
2001-09-23,19.8,0.0,31.99,102.3,143.8
2001-09-24,7.5,0.0,26.8,96.41,137.9
2001-09-25,0.0,0.0,30.75,98.3,139.8
2001-09-26,0.0,0.0,33.86,99.82,141.3
2001-09-27,0.0,0.0,36.78,101.8,143.3
2001-09-28,0.0,0.0,39.2,103.6,145.1
2001-09-29,0.0,0.0,41.15,105.2,146.7
2001-09-30,0.3,0.0,41.93,105.6,147.2
2001-10-01,0.0,0.0,43.81,107.4,149.0
2001-10-02,0.0,0.0,45.44,109.0,150.6
2001-10-03,0.0,0.0,47.06,110.7,152.2
2001-10-04,0.0,0.0,48.56,112.2,153.8
2001-10-05,0.0,0.0,49.73,113.5,155.1
2001-10-06,0.0,0.0,50.76,114.6,156.2
2001-10-07,0.0,0.0,51.96,115.9,157.6
2001-10-08,0.0,0.0,53.12,117.3,158.9
2001-10-09,0.0,0.0,54.08,118.4,160.0
2001-10-10,0.1,0.0,54.64,119.0,160.7
2001-10-11,0.0,0.0,55.47,120.0,161.7
2001-10-12,0.0,0.0,56.3,121.0,162.7
2001-10-13,0.0,0.0,57.01,121.9,163.6
2001-10-14,0.0,0.0,57.68,122.7,164.4
2001-10-15,0.0,0.0,58.29,123.5,165.2
2001-10-16,0.0,0.0,58.82,124.2,165.9
2001-10-17,0.0,0.0,59.29,124.8,166.5
2001-10-18,0.0,0.0,59.78,125.4,167.2
2001-10-19,0.0,0.0,60.24,126.1,167.8
2001-10-20,11.6,0.0,49.47,115.4,157.2
2001-10-21,11.9,0.0,38.6,104.7,146.5
2001-10-22,0.0,0.0,39.62,105.8,147.5
2001-10-23,1.1,0.0,39.89,105.7,147.5
2001-10-24,7.0,0.0,34.2,99.51,141.2
2001-10-25,0.0,0.0,35.93,100.5,142.2
2001-10-26,0.0,0.0,37.72,101.4,143.2
2001-10-27,0.0,0.0,39.38,102.4,144.1
2001-10-28,0.0,0.0,40.82,103.3,145.0
2001-10-29,0.0,0.0,42.18,104.3,146.0
2001-10-30,0.0,0.0,43.53,105.4,147.1
2001-10-31,0.2,0.0,44.18,105.8,147.5
2001-11-01,0.4,0.0,44.53,106.0,147.7
2001-11-02,0.1,0.0,45.39,106.8,148.5
2001-11-03,0.0,0.0,46.25,107.5,149.2
2001-11-04,0.0,0.0,47.12,108.4,150.1
2001-11-05,0.1,0.0,47.88,109.1,150.8
2001-11-06,6.7,0.0,41.67,102.9,144.6
2001-11-07,0.1,0.0,42.36,103.6,145.2
2001-11-08,0.1,0.0,43.15,104.3,145.9
2001-11-09,4.0,0.0,40.01,100.9,142.6
2001-11-10,8.6,0.0,32.08,92.77,134.4
2001-11-11,13.7,0.0,19.77,79.44,121.0
2001-11-12,4.7,0.0,19.23,75.27,116.9
2001-11-13,3.4,0.0,19.8,72.35,113.9
2001-11-14,0.0,0.0,23.11,73.05,114.6
2001-11-15,0.0,0.0,25.3,73.62,115.1
2001-11-16,0.0,0.0,27.08,74.38,115.9
2001-11-17,0.0,0.0,28.41,74.99,116.5
2001-11-18,9.6,0.0,20.09,65.86,107.3
2001-11-19,10.9,0.0,12.48,55.39,96.83
2001-11-20,0.1,0.0,16.81,55.9,97.3
2001-11-21,0.0,0.0,19.32,56.46,97.8
2001-11-22,0.0,0.0,21.08,57.1,98.35
2001-11-23,0.0,0.0,22.51,57.88,98.94
2001-11-24,0.0,0.0,23.67,58.72,99.48
2001-11-25,0.0,0.0,24.74,59.73,100.1
2001-11-26,0.0,0.0,25.72,60.82,100.7
2001-11-27,3.8,0.0,22.84,58.05,97.39
2001-11-28,0.1,0.0,23.93,58.85,97.65
2001-11-29,0.0,0.0,25.08,59.86,98.13
2001-11-30,0.0,0.0,26.09,60.94,98.69
2001-12-01,0.1,0.0,26.83,61.85,99.08
2001-12-02,0.0,0.0,27.58,62.84,99.57
2001-12-03,0.0,0.0,28.36,63.92,100.2
2001-12-04,0.0,0.0,29.01,64.88,100.7
2001-12-05,0.0,0.0,29.65,65.85,101.2
2001-12-06,0.0,0.0,30.24,66.77,101.7
2001-12-07,0.0,0.0,30.79,67.63,102.2
2001-12-08,0.0,0.0,31.27,68.42,102.6
2001-12-09,0.0,0.0,31.73,69.18,103.0
2001-12-10,0.0,0.0,32.13,69.86,103.4
2001-12-11,0.0,0.0,32.58,70.58,103.8
2001-12-12,0.0,0.0,33.03,71.32,104.2
2001-12-13,1.6,0.0,31.85,70.39,103.1
2001-12-14,0.4,0.0,31.8,70.47,102.9
2001-12-15,0.7,0.0,31.53,70.25,102.4
2001-12-16,0.1,0.0,31.97,70.72,102.6
2001-12-17,0.0,0.0,32.52,71.32,103.0
2001-12-18,0.0,0.0,33.04,71.93,103.4
2001-12-19,0.3,0.0,33.24,72.27,103.6
2001-12-20,0.1,0.0,33.56,72.72,103.8
2001-12-21,0.0,0.0,33.97,73.27,104.2
2001-12-22,0.0,0.0,34.4,73.86,104.6
2001-12-23,0.0,0.0,34.73,74.34,104.9
2001-12-24,0.0,0.0,35.02,74.79,105.2
2001-12-25,0.0,0.0,35.42,75.38,105.6
2001-12-26,2.5,0.0,33.22,73.35,103.4
2001-12-27,2.2,0.0,31.47,71.66,101.6
2001-12-28,0.1,0.0,32.16,72.25,102.0
2001-12-29,0.0,0.0,32.85,72.78,102.4
2001-12-30,0.1,0.0,33.5,73.4,102.9
2001-12-31,2.0,0.0,31.96,71.83,101.2
2002-01-01,0.0,0.0,32.52,72.31,101.6
2002-01-02,0.0,0.0,33.17,72.88,102.0
2002-01-03,0.0,0.0,33.68,73.37,102.4
2002-01-04,0.0,0.0,34.16,73.87,102.7
2002-01-05,0.0,0.0,34.6,74.4,103.1
2002-01-06,0.0,0.0,35.09,75.01,103.6
2002-01-07,0.0,0.0,35.47,75.52,104.0
2002-01-08,0.0,0.0,35.93,76.15,104.5
2002-01-09,0.0,0.0,36.39,76.81,105.0
2002-01-10,0.0,0.0,36.87,77.51,105.6
2002-01-11,0.0,0.0,37.33,78.19,106.2
2002-01-12,0.0,0.0,37.72,78.81,106.7
2002-01-13,0.0,0.0,38.06,79.38,107.2
2002-01-14,0.0,0.0,38.32,79.84,107.6
2002-01-15,1.8,0.0,36.78,78.51,106.1
2002-01-16,0.7,0.0,36.38,78.27,105.8
2002-01-17,0.0,0.0,36.83,78.81,106.3
2002-01-18,0.0,0.0,37.36,79.44,106.8
2002-01-19,0.0,0.0,37.86,80.05,107.4
2002-01-20,0.0,0.0,38.33,80.65,107.9
2002-01-21,0.0,0.0,38.89,81.39,108.6
2002-01-22,0.0,0.0,39.32,82.01,109.1
2002-01-23,0.0,0.0,39.69,82.56,109.6
2002-01-24,13.3,0.0,26.79,69.83,96.85
2002-01-25,0.8,0.0,27.52,69.83,96.82
2002-01-26,0.0,0.0,29.36,70.66,97.62
2002-01-27,0.0,0.0,30.75,71.39,98.32
2002-01-28,0.0,0.0,31.85,72.12,99.01
2002-01-29,0.0,0.0,32.65,72.72,99.55
2002-01-30,0.0,0.0,33.25,73.21,99.96
2002-01-31,0.0,0.0,33.69,73.62,100.3
2002-02-01,0.0,0.0,34.16,74.11,100.7
2002-02-02,0.0,0.0,34.71,74.75,101.2
2002-02-03,0.0,0.0,35.42,75.62,102.0
2002-02-04,0.0,0.0,35.9,76.27,102.6
2002-02-05,0.0,0.0,36.63,77.25,103.5
2002-02-06,1.2,0.0,36.04,76.92,103.1
2002-02-07,0.5,0.0,36.06,77.15,103.2
2002-02-08,0.0,0.0,36.71,78.0,104.0
2002-02-09,0.0,0.0,37.42,78.93,104.9
2002-02-10,0.0,0.0,38.24,80.03,106.0
2002-02-11,0.0,0.0,39.02,81.13,107.1
2002-02-12,0.0,0.0,39.73,82.16,108.1
2002-02-13,0.0,0.0,40.34,83.1,109.1
2002-02-14,0.3,0.0,40.3,83.32,109.2
2002-02-15,33.6,0.0,8.012,50.54,76.43
2002-02-16,11.6,0.0,5.865,39.52,65.36
2002-02-17,3.1,0.0,9.4,36.98,62.76
2002-02-18,0.1,0.0,13.07,37.86,63.52
2002-02-19,0.0,0.0,15.53,39.38,64.64
2002-02-20,0.0,0.0,17.32,41.13,65.71
2002-02-21,20.4,0.0,1.489,22.32,46.14
2002-02-22,0.0,0.0,7.891,24.16,47.15
2002-02-23,0.0,0.0,10.68,26.44,48.21
2002-02-24,0.0,0.0,12.73,28.98,49.47
2002-02-25,0.0,0.0,14.32,31.3,50.67
2002-02-26,0.0,0.0,15.6,33.32,51.76
2002-02-27,0.0,0.0,16.77,35.23,52.92
2002-02-28,0.0,0.0,17.83,37.05,54.12
2002-03-01,0.0,0.0,18.76,38.72,55.27
2002-03-02,0.0,0.0,19.63,40.31,56.42
2002-03-03,0.0,0.0,20.64,42.12,57.93
2002-03-04,0.0,0.0,21.47,43.71,59.26
2002-03-05,0.1,0.0,22.08,45.02,60.33
2002-03-06,3.9,0.0,19.28,42.81,58.0
2002-03-07,0.0,0.0,20.87,44.55,59.68
2002-03-08,0.0,0.0,22.11,46.19,61.27
2002-03-09,0.0,0.0,23.03,47.65,62.65
2002-03-10,0.0,0.0,24.01,49.32,64.31
2002-03-11,0.0,0.0,24.93,50.98,66.0
2002-03-12,0.0,0.0,25.85,52.68,67.79
2002-03-13,0.0,0.0,26.75,54.39,69.64
2002-03-14,0.0,0.0,27.53,55.94,71.31
2002-03-15,0.0,0.0,28.15,57.22,72.69
2002-03-16,0.0,0.0,28.94,58.78,74.44
2002-03-17,0.0,0.0,29.69,60.26,76.12
2002-03-18,0.0,0.0,30.47,61.81,77.9
2002-03-19,0.0,0.0,31.28,63.4,79.77
2002-03-20,0.7,0.0,31.68,64.78,81.56
2002-03-21,0.0,0.0,32.94,67.09,84.35
2002-03-22,0.0,0.0,33.95,68.98,86.64
2002-03-23,0.0,0.0,34.67,70.41,88.36
2002-03-24,0.0,0.0,35.35,71.77,90.0
2002-03-25,0.0,0.0,35.99,73.06,91.56
2002-03-26,0.0,0.0,36.72,74.52,93.34
2002-03-27,0.0,0.0,37.31,75.72,94.79
2002-03-28,0.0,0.0,38.05,77.18,96.58
2002-03-29,0.0,0.0,38.88,78.79,98.56
2002-03-30,0.0,0.0,39.79,80.55,100.7
2002-03-31,0.0,0.0,40.66,82.22,102.8
2002-04-01,0.0,0.0,41.68,84.18,105.2
2002-04-02,0.0,0.0,42.67,86.07,107.6
2002-04-03,0.0,0.0,43.68,88.0,110.0
2002-04-04,0.0,0.0,44.37,89.38,111.7
2002-04-05,0.0,0.0,45.23,91.06,113.8
2002-04-06,0.4,0.0,45.52,92.04,115.1
2002-04-07,1.7,0.0,44.51,91.71,115.1
2002-04-08,5.7,0.0,39.16,86.77,110.4
2002-04-09,26.3,0.0,13.68,61.24,85.01
2002-04-10,0.1,0.0,19.27,62.29,86.34
2002-04-11,22.9,0.0,3.089,40.28,64.53
2002-04-12,19.8,0.0,-2.842,21.64,46.11
2002-04-13,3.8,0.0,2.839,19.7,44.43
2002-04-14,4.0,0.0,4.472,18.67,42.71
2002-04-15,6.6,0.0,3.272,15.78,38.24
2002-04-16,17.6,0.0,-4.834,1.852,22.43
2002-04-17,0.0,0.0,1.942,6.574,24.37
2002-04-18,0.0,0.0,5.455,11.79,27.15
2002-04-19,1.6,0.0,6.683,14.51,28.25
2002-04-20,11.1,0.0,0.2006,6.463,18.81
2002-04-21,10.5,0.0,-2.339,0.1004,10.9
2002-04-22,0.0,0.0,2.803,5.098,13.79
2002-04-23,0.1,0.0,5.47,9.564,16.64
2002-04-24,0.0,0.0,7.643,13.61,19.69
2002-04-25,0.0,0.0,9.375,17.04,22.52
2002-04-26,0.0,0.0,11.25,20.71,26.05
2002-04-27,1.2,0.0,11.6,22.38,27.69
2002-04-28,0.0,0.0,13.25,25.18,30.65
2002-04-29,0.0,0.0,14.64,27.82,33.55
2002-04-30,0.0,0.0,15.99,30.48,36.59
2002-05-01,0.0,0.0,17.51,33.46,40.13
2002-05-02,1.8,0.0,16.71,33.58,40.59
2002-05-03,6.4,0.0,12.32,29.22,36.65
2002-05-04,9.9,0.0,6.71,21.32,29.09
2002-05-05,0.0,0.0,10.75,23.9,31.85
2002-05-06,0.0,0.0,13.09,26.89,34.87
2002-05-07,0.0,0.0,15.0,29.98,38.08
2002-05-08,9.5,0.0,7.743,22.03,29.98
2002-05-09,10.0,0.0,3.691,14.58,22.59
2002-05-10,7.2,0.0,2.767,10.53,18.18
2002-05-11,6.8,0.0,1.886,7.382,14.2
2002-05-12,4.9,0.0,2.2,6.375,12.07
2002-05-13,0.0,0.0,5.733,10.54,15.21
2002-05-14,0.0,0.0,8.292,14.84,19.03
2002-05-15,0.0,0.0,10.36,18.7,22.82
2002-05-16,0.0,0.0,12.21,22.32,26.68
2002-05-17,0.0,0.0,14.08,26.0,30.87
2002-05-18,0.0,0.0,15.77,29.45,34.91
2002-05-19,4.3,0.0,13.21,27.9,33.89
2002-05-20,2.6,0.0,12.96,27.72,34.16
2002-05-21,0.6,0.0,14.92,30.31,37.34
2002-05-22,0.0,0.0,17.05,33.65,41.28
2002-05-23,5.1,0.0,13.79,31.04,39.06
2002-05-24,0.4,0.0,15.83,33.18,41.61
