DATE,PREC,RUNOFF,DEFICIT_35,DEFICIT_70,DEFICIT_90
2014-10-06,0.0,0.0,32.38,72.97,111.3
2014-10-07,0.0,0.0,33.86,74.95,113.1
2014-10-08,0.0,0.0,35.14,76.76,114.6
2014-10-09,0.0,0.0,36.3,78.47,116.1
2014-10-10,0.0,0.0,37.38,80.12,117.5
2014-10-11,4.7,0.0,33.95,77.33,114.5
2014-10-12,0.1,0.0,35.05,78.85,115.8
2014-10-13,14.9,0.0,21.9,65.91,102.7
2014-10-14,1.3,0.0,23.48,65.93,102.5
2014-10-15,6.0,0.0,20.27,61.11,97.55
2014-10-16,0.0,0.0,23.52,62.79,99.09
2014-10-17,0.0,0.0,25.92,64.4,100.6
2014-10-18,0.0,0.0,27.68,65.87,101.9
2014-10-19,0.0,0.0,29.17,67.37,103.2
2014-10-20,0.0,0.0,30.42,68.8,104.4
2014-10-21,0.0,0.0,31.7,70.41,105.8
2014-10-22,0.0,0.0,32.78,71.88,107.0
2014-10-23,0.0,0.0,33.7,73.21,108.1
2014-10-24,0.0,0.0,34.8,74.82,109.5
2014-10-25,0.0,0.0,35.59,76.07,110.5
2014-10-26,0.0,0.0,36.36,77.3,111.5
2014-10-27,0.0,0.0,37.03,78.41,112.4
2014-10-28,0.0,0.0,37.68,79.49,113.3
2014-10-29,0.0,0.0,38.41,80.68,114.3
2014-10-30,0.0,0.0,39.14,81.86,115.4
2014-10-31,0.0,0.0,39.85,83.03,116.4
2014-11-01,0.0,0.0,40.65,84.29,117.5
2014-11-02,0.0,0.0,41.44,85.55,118.7
2014-11-03,0.0,0.0,42.17,86.75,119.8
2014-11-04,0.0,0.0,42.84,87.86,120.8
2014-11-05,19.5,0.0,23.81,69.17,102.0
2014-11-06,7.0,0.0,19.25,62.99,95.73
2014-11-07,0.1,0.0,22.52,63.53,96.18
2014-11-08,0.2,0.0,24.62,64.02,96.57
2014-11-09,0.0,0.0,26.24,64.7,97.16
2014-11-10,12.6,0.0,15.49,52.88,85.24
2014-11-11,1.0,0.0,18.07,52.7,84.91
2014-11-12,1.9,0.0,18.76,51.67,83.7
2014-11-13,7.8,0.0,13.4,44.51,76.27
2014-11-14,0.0,0.0,16.66,45.55,76.99
2014-11-15,1.4,0.0,17.41,45.29,76.31
2014-11-16,0.0,0.0,19.14,46.51,76.99
2014-11-17,16.6,0.0,5.829,31.16,61.03
2014-11-18,1.1,0.0,10.16,31.46,60.67
2014-11-19,0.0,0.0,12.9,33.05,61.4
2014-11-20,0.0,0.0,14.71,34.84,62.14
2014-11-21,0.1,0.0,16.01,36.49,62.74
2014-11-22,0.0,0.0,17.12,38.04,63.33
2014-11-23,0.0,0.0,18.01,39.37,63.81
2014-11-24,0.0,0.0,18.96,40.8,64.49
2014-11-25,0.7,0.0,19.03,41.29,64.3
2014-11-26,6.6,0.0,13.66,35.7,58.08
2014-11-27,4.2,0.0,11.88,32.34,54.12
2014-11-28,3.7,0.0,10.91,29.67,50.8
2014-11-29,0.2,0.0,13.01,30.73,51.1
2014-11-30,2.8,0.0,11.8,29.06,48.56
2014-12-01,2.8,0.0,11.17,27.68,46.33
2014-12-02,3.1,0.0,10.23,25.85,43.61
2014-12-03,17.7,0.0,-1.566,9.519,26.32
2014-12-04,0.7,0.0,3.635,10.85,26.15
2014-12-05,2.6,0.0,4.005,10.66,23.95
2014-12-06,2.1,0.0,4.62,10.9,22.33
2014-12-07,6.0,0.0,1.949,7.075,16.78
2014-12-08,0.0,0.0,4.939,9.569,17.52
2014-12-09,0.0,0.0,6.402,11.72,18.06
2014-12-10,0.0,0.0,7.559,13.63,18.71
2014-12-11,0.0,0.0,8.497,15.27,19.38
2014-12-12,0.0,0.0,9.305,16.68,20.1
2014-12-13,0.0,0.0,9.865,17.73,20.66
2014-12-14,0.0,0.0,10.32,18.57,21.19
2014-12-15,0.5,0.0,10.33,18.83,21.27
2014-12-16,10.7,0.0,2.175,8.807,11.11
2014-12-17,0.0,0.0,5.426,10.02,11.87
2014-12-18,0.0,0.0,6.795,11.45,12.7
2014-12-19,0.0,0.0,7.626,12.63,13.48
2014-12-20,0.2,0.0,8.099,13.46,14.08
2014-12-21,0.1,0.0,8.418,14.06,14.57
2014-12-22,0.0,0.0,8.87,14.8,15.28
2014-12-23,0.2,0.0,9.102,15.31,15.83
2014-12-24,0.3,0.0,9.187,15.61,16.19
2014-12-25,0.0,0.0,9.66,16.32,17.0
2014-12-26,0.1,0.0,9.935,16.9,17.68
2014-12-27,4.6,0.0,6.455,12.97,13.86
2014-12-28,2.5,0.0,5.756,11.1,11.94
2014-12-29,1.0,0.0,6.341,11.07,11.71
2014-12-30,0.0,0.0,7.299,12.03,12.42
2014-12-31,0.1,0.0,7.729,12.69,12.92
2015-01-01,0.0,0.0,8.269,13.5,13.67
2015-01-02,0.0,0.0,8.782,14.36,14.55
2015-01-03,0.0,0.0,9.201,15.14,15.41
2015-01-04,0.0,0.0,9.655,15.98,16.38
2015-01-05,0.0,0.0,10.07,16.79,17.34
2015-01-06,0.0,0.0,10.36,17.47,18.18
2015-01-07,0.0,0.0,10.64,18.11,18.99
2015-01-08,0.0,0.0,10.91,18.72,19.77
2015-01-09,0.0,0.0,11.19,19.34,20.57
2015-01-10,0.0,0.0,11.56,20.05,21.48
2015-01-11,0.0,0.0,12.03,20.92,22.55
2015-01-12,0.0,0.0,12.29,21.56,23.39
2015-01-13,0.0,0.0,12.55,22.19,24.21
2015-01-14,0.0,0.0,12.86,22.85,25.05
2015-01-15,0.0,0.0,13.15,23.49,25.89
2015-01-16,0.0,0.0,13.45,24.15,26.74
2015-01-17,0.0,0.0,13.85,24.91,27.71
2015-01-18,0.0,0.0,14.13,25.56,28.55
2015-01-19,0.0,0.0,14.34,26.12,29.29
2015-01-20,0.5,0.0,13.92,25.92,29.24
2015-01-21,3.0,0.0,11.49,23.26,26.73
2015-01-22,4.8,0.0,8.275,18.88,22.42
2015-01-23,0.1,0.0,9.928,19.47,22.93
2015-01-24,0.0,0.0,10.98,20.47,23.77
2015-01-25,0.3,0.0,11.38,21.08,24.25
2015-01-26,0.1,0.0,11.91,21.85,24.94
2015-01-27,0.0,0.0,12.37,22.6,25.66
2015-01-28,0.0,0.0,12.88,23.44,26.53
2015-01-29,0.0,0.0,13.23,24.14,27.28
2015-01-30,1.9,0.0,11.9,22.92,26.14
2015-01-31,0.0,0.0,12.67,23.62,26.92
2015-02-01,10.3,0.0,4.617,14.11,17.46
2015-02-02,0.0,0.0,7.737,15.27,18.44
2015-02-03,0.0,0.0,8.901,16.37,19.12
2015-02-04,6.9,0.0,4.061,10.48,12.89
2015-02-05,47.6,0.0,-18.31,-33.5,-33.25
2015-02-06,33.6,5.77,-19.54,-39.65,-51.52
2015-02-07,13.5,7.8,-19.54,-39.65,-51.52
2015-02-08,10.0,4.23,-19.54,-39.65,-51.52
2015-02-09,0.9,0.0,-19.08,-39.19,-51.06
2015-02-10,0.2,0.0,-13.64,-33.67,-45.54
2015-02-11,0.0,0.0,-10.03,-28.53,-40.39
2015-02-12,0.0,0.0,-7.725,-23.77,-35.63
2015-02-13,0.0,0.0,-6.073,-19.96,-31.22
2015-02-14,1.5,0.0,-5.689,-18.42,-28.91
2015-02-15,1.4,0.0,-4.985,-16.84,-26.81
2015-02-16,10.4,0.0,-9.708,-23.93,-34.11
2015-02-17,1.0,0.0,-6.535,-20.39,-31.28
2015-02-18,0.0,0.0,-4.799,-17.11,-27.48
2015-02-19,0.0,0.0,-3.502,-14.33,-23.94
2015-02-20,0.0,0.0,-2.454,-11.93,-20.8
2015-02-21,2.0,0.0,-2.781,-11.6,-19.86
2015-02-22,14.0,0.0,-10.02,-22.83,-31.5
2015-02-23,0.0,0.0,-5.473,-18.14,-28.2
2015-02-24,25.4,0.0,-17.71,-37.82,-49.68
2015-02-25,11.7,0.0,-19.54,-39.65,-51.52
2015-02-26,0.0,0.0,-17.74,-37.84,-49.71
2015-02-27,0.0,0.0,-12.51,-32.29,-44.16
2015-02-28,0.0,0.0,-9.229,-27.14,-39.01
2015-03-01,0.0,0.0,-6.922,-22.19,-33.99
2015-03-02,0.0,0.0,-5.324,-18.5,-29.43
2015-03-03,0.0,0.0,-4.031,-15.52,-25.55
2015-03-04,22.5,0.0,-14.52,-33.03,-44.41
2015-03-05,1.5,0.0,-10.39,-28.97,-40.84
2015-03-06,0.0,0.0,-7.768,-24.0,-35.87
2015-03-07,0.0,0.0,-5.907,-19.79,-31.09
2015-03-08,0.0,0.0,-4.477,-16.55,-26.91
2015-03-09,0.0,0.0,-3.28,-13.79,-23.27
2015-03-10,0.0,0.0,-2.045,-11.09,-19.76
2015-03-11,0.0,0.0,-0.8198,-8.412,-16.27
2015-03-12,0.0,0.0,0.0393,-6.271,-13.39
2015-03-13,0.0,0.0,1.078,-3.998,-10.38
2015-03-14,0.0,0.0,1.873,-2.066,-7.789
2015-03-15,6.3,0.0,-1.904,-6.531,-11.79
2015-03-16,16.7,0.0,-9.892,-20.44,-26.57
2015-03-17,12.0,0.0,-11.1,-26.38,-35.94
2015-03-18,0.1,0.0,-6.487,-20.69,-31.85
2015-03-19,0.0,0.0,-4.585,-16.84,-27.29
2015-03-20,0.0,0.0,-3.211,-13.69,-23.22
2015-03-21,0.2,0.0,-2.206,-11.19,-19.84
2015-03-22,0.1,0.0,-1.351,-9.094,-16.99
2015-03-23,0.0,0.0,-0.2153,-6.672,-13.82
2015-03-24,0.0,0.0,0.7813,-4.41,-10.83
2015-03-25,49.1,0.578,-19.54,-39.65,-51.52
2015-03-26,2.5,0.0,-19.54,-39.65,-51.52
2015-03-27,4.6,0.0,-19.23,-39.34,-51.2
2015-03-28,0.0,0.0,-13.36,-33.38,-45.25
2015-03-29,0.0,0.0,-9.414,-27.71,-39.58
2015-03-30,0.0,0.0,-6.815,-22.17,-34.0
2015-03-31,0.0,0.0,-4.751,-17.52,-28.41
2015-04-01,0.0,0.0,-3.336,-14.04,-23.78
2015-04-02,0.0,0.0,-1.82,-10.6,-19.26
2015-04-03,0.0,0.0,-0.856,-8.128,-15.85
2015-04-04,33.8,0.0,-17.31,-36.94,-47.05
2015-04-05,11.3,0.0,-19.54,-39.65,-51.52
2015-04-06,0.0,0.0,-15.18,-35.28,-47.15
2015-04-07,0.0,0.0,-10.67,-29.71,-41.58
2015-04-08,0.0,0.0,-7.582,-24.02,-35.89
2015-04-09,0.0,0.0,-5.438,-19.0,-30.27
2015-04-10,0.0,0.0,-3.686,-14.97,-25.08
2015-04-11,0.0,0.0,-2.17,-11.42,-20.38
2015-04-12,0.0,0.0,-0.8033,-8.219,-16.09
2015-04-13,0.0,0.0,0.8054,-4.692,-11.41
2015-04-14,0.0,0.0,2.101,-1.663,-7.331
2015-04-15,0.0,0.0,3.551,1.559,-3.018
2015-04-16,0.0,0.0,4.923,4.668,1.092
2015-04-17,2.5,0.0,3.786,4.286,1.397
2015-04-18,14.2,0.0,-4.26,-6.905,-9.343
2015-04-19,0.2,0.0,0.09804,-3.506,-6.759
2015-04-20,0.0,0.0,2.459,0.349,-3.09
2015-04-21,0.0,0.0,4.337,3.969,0.9674
2015-04-22,0.0,0.0,6.005,7.41,5.136
2015-04-23,0.0,0.0,7.207,10.11,8.529
2015-04-24,0.0,0.0,8.333,12.62,11.75
2015-04-25,0.0,0.0,9.369,14.94,14.76
2015-04-26,15.3,0.0,-1.186,2.168,2.626
2015-04-27,8.0,0.0,-2.018,-2.721,-2.634
2015-04-28,15.9,0.0,-7.692,-13.89,-15.24
2015-04-29,0.1,0.0,-2.068,-8.39,-12.21
2015-04-30,1.6,0.0,-0.7187,-5.76,-10.48
2015-05-01,0.0,0.0,1.575,-1.969,-6.609
2015-05-02,0.0,0.0,3.403,1.653,-2.363
2015-05-03,0.0,0.0,4.679,4.482,1.147
2015-05-04,0.0,0.0,5.956,7.265,4.71
2015-05-05,0.0,0.0,7.26,10.1,8.379
2015-05-06,0.0,0.0,8.484,12.82,11.91
2015-05-07,0.0,0.0,9.888,15.83,15.82
2015-05-08,0.0,0.0,11.3,18.88,19.78
2015-05-09,0.0,0.0,12.64,21.82,23.6
2015-05-10,0.0,0.0,14.1,24.95,27.65
2015-05-11,0.0,0.0,15.67,28.28,31.94
2015-05-12,0.0,0.0,17.13,31.42,36.0
2015-05-13,0.0,0.0,18.6,34.57,40.07
2015-05-14,0.0,0.0,20.09,37.73,44.15
2015-05-15,14.9,0.0,8.127,25.19,32.29
2015-05-16,2.9,0.0,10.05,24.75,32.41
2015-05-17,0.0,0.0,13.31,28.06,36.12
2015-05-18,0.0,0.0,15.75,31.76,40.23
2015-05-19,0.0,0.0,17.79,35.34,44.27
2015-05-20,0.0,0.0,19.45,38.47,47.85
2015-05-21,5.6,0.0,15.55,35.42,45.18
2015-05-22,22.2,0.0,0.4844,14.71,24.58
2015-05-23,15.4,0.0,-3.339,1.378,10.85
2015-05-24,0.6,0.0,2.44,5.879,13.59
2015-05-25,0.2,0.0,5.97,11.18,17.55
2015-05-26,11.3,0.0,0.0795,3.595,8.985
2015-05-27,3.5,0.0,1.971,4.393,8.619
2015-05-28,0.0,0.0,5.399,9.01,12.27
2015-05-29,0.0,0.0,7.816,13.29,16.16
2015-05-30,0.0,0.0,9.982,17.41,20.41
2015-05-31,3.6,0.0,8.648,17.16,20.44
2015-06-01,0.0,0.0,11.36,20.97,24.77
2015-06-02,0.0,0.0,13.6,25.03,29.48
2015-06-03,0.0,0.0,15.64,29.03,34.24
2015-06-04,0.0,0.0,17.52,32.81,38.84
2015-06-05,0.0,0.0,19.36,36.57,43.46
2015-06-06,0.0,0.0,21.32,40.54,48.41
2015-06-07,0.0,0.0,23.11,44.23,53.03
2015-06-08,0.0,0.0,24.86,47.82,57.54
2015-06-09,0.0,0.0,26.65,51.47,62.13
2015-06-10,0.4,0.0,27.9,54.45,66.0
2015-06-11,0.0,0.0,29.73,58.04,70.54
2015-06-12,0.0,0.0,31.5,61.53,74.94
2015-06-13,0.0,0.0,33.33,65.12,79.47
2015-06-14,1.0,0.0,34.0,67.43,82.64
2015-06-15,0.4,0.0,35.37,70.41,86.5
2015-06-16,8.3,0.0,28.98,65.6,82.59
2015-06-17,36.9,0.0,1.471,31.35,48.99
2015-06-18,0.0,0.0,11.0,34.74,53.2
2015-06-19,2.6,0.0,12.88,35.6,54.59
2015-06-20,0.0,0.0,16.38,39.28,58.44
2015-06-21,0.0,0.0,19.1,43.12,62.36
2015-06-22,0.6,0.0,21.07,46.59,66.05
2015-06-23,1.9,0.0,21.83,48.94,68.75
2015-06-24,5.5,0.0,18.84,46.8,66.87
2015-06-25,0.0,0.0,22.03,50.43,70.89
2015-06-26,0.0,0.0,24.87,54.48,75.48
2015-06-27,18.9,0.0,10.51,39.9,61.54
2015-06-28,0.0,0.0,16.64,43.84,66.03
2015-06-29,0.0,0.0,20.25,47.78,70.48
2015-06-30,0.0,0.0,23.02,51.65,74.73
2015-07-01,0.0,0.0,25.87,56.2,79.81
2015-07-02,0.0,0.0,28.44,60.58,84.71
2015-07-03,0.0,0.0,30.81,64.76,89.41
2015-07-04,0.0,0.0,33.37,69.31,94.61
2015-07-05,0.0,0.0,35.77,73.64,99.58
2015-07-06,0.0,0.0,38.23,78.07,104.7
2015-07-07,0.0,0.0,40.73,82.57,109.9
2015-07-08,0.0,0.0,43.0,86.66,114.6
2015-07-09,0.0,0.0,44.61,89.67,118.0
2015-07-10,0.0,0.0,46.45,93.04,121.9
2015-07-11,0.0,0.0,48.86,97.35,126.9
2015-07-12,0.0,0.0,50.95,101.3,131.4
2015-07-13,0.0,0.0,52.85,105.1,135.7
2015-07-14,0.0,0.0,54.68,108.4,139.6
2015-07-15,0.0,0.0,56.22,111.2,143.0
2015-07-16,0.0,0.0,57.84,114.3,146.6
2015-07-17,0.0,0.0,59.27,117.1,149.9
2015-07-18,0.0,0.0,60.39,119.4,152.7
2015-07-19,0.0,0.0,61.27,121.5,155.3
2015-07-20,0.0,0.0,62.02,123.4,157.6
2015-07-21,0.0,0.0,62.72,125.1,159.7
2015-07-22,0.0,0.0,63.39,126.7,161.7
2015-07-23,0.0,0.0,64.02,128.3,163.7
2015-07-24,0.6,0.0,64.18,129.2,164.8
2015-07-25,0.0,0.0,64.89,130.6,166.5
2015-07-26,0.0,0.0,65.41,131.7,167.9
2015-07-27,0.0,0.0,65.86,132.8,169.2
2015-07-28,0.0,0.0,66.33,134.0,170.7
2015-07-29,0.0,0.0,66.77,135.0,172.0
2015-07-30,1.6,0.0,65.97,134.8,171.9
2015-07-31,0.1,0.0,66.46,135.6,172.9
2015-08-01,6.5,0.0,61.23,130.9,168.3
2015-08-02,0.0,0.0,62.48,132.5,170.2
2015-08-03,0.0,0.0,63.89,134.4,172.3
2015-08-04,0.0,0.0,65.22,136.3,174.3
2015-08-05,0.0,0.0,66.27,137.8,176.0
2015-08-06,0.0,0.0,67.13,139.1,177.5
2015-08-07,0.0,0.0,67.69,140.1,178.7
2015-08-08,0.0,0.0,68.11,140.9,179.7
2015-08-09,13.3,0.0,56.83,130.1,169.0
2015-08-10,24.4,0.0,34.37,107.8,146.8
2015-08-11,0.0,0.0,37.43,111.0,150.1
2015-08-12,0.0,0.0,41.67,114.6,153.8
2015-08-13,0.0,0.0,45.76,118.2,157.5
2015-08-14,0.0,0.0,49.01,121.1,160.6
2015-08-15,13.1,0.0,38.93,110.9,150.4
2015-08-16,0.0,0.0,41.41,113.1,152.8
2015-08-17,0.0,0.0,44.78,116.2,155.9
2015-08-18,0.0,0.0,47.75,118.9,158.7
2015-08-19,2.6,0.0,47.22,118.2,158.1
2015-08-20,0.0,0.0,49.61,120.5,160.5
2015-08-21,0.0,0.0,51.59,122.5,162.5
2015-08-22,0.0,0.0,53.56,124.5,164.6
2015-08-23,1.7,0.0,53.77,124.8,164.9
2015-08-24,5.8,0.0,49.88,121.0,161.2
2015-08-25,0.0,0.0,51.96,123.2,163.5
2015-08-26,0.0,0.0,53.84,125.3,165.6
2015-08-27,0.0,0.0,55.79,127.4,167.8
2015-08-28,0.0,0.0,57.62,129.4,169.8
2015-08-29,0.0,0.0,59.29,131.2,171.8
2015-08-30,0.0,0.0,60.66,132.8,173.4
2015-08-31,0.0,0.0,61.72,134.1,174.7
2015-09-01,0.0,0.0,62.44,135.0,175.7
2015-09-02,2.5,0.0,61.07,133.8,174.6
2015-09-03,0.0,0.0,62.12,135.0,175.8
2015-09-04,0.0,0.0,63.03,136.1,177.0
2015-09-05,0.0,0.0,63.8,137.0,177.9
2015-09-06,0.0,0.0,64.4,137.8,178.7
2015-09-07,0.0,0.0,64.82,138.3,179.3
2015-09-08,0.0,0.0,65.18,138.8,179.8
2015-09-09,0.0,0.0,65.5,139.3,180.3
2015-09-10,0.0,0.0,65.81,139.7,180.8
2015-09-11,0.0,0.0,66.11,140.2,181.3
2015-09-12,0.0,0.0,66.41,140.7,181.8
2015-09-13,5.1,0.0,62.12,136.5,177.6
2015-09-14,1.2,0.0,61.98,136.5,177.6
2015-09-15,0.0,0.0,62.77,137.4,178.5
2015-09-16,0.0,0.0,63.9,138.7,179.9
2015-09-17,0.0,0.0,64.82,139.7,181.0
2015-09-18,0.0,0.0,65.6,140.6,181.9
2015-09-19,0.0,0.0,66.23,141.4,182.7
2015-09-20,0.0,0.0,66.64,141.9,183.2
2015-09-21,0.0,0.0,67.0,142.4,183.7
2015-09-22,0.0,0.0,67.27,142.7,184.1
2015-09-23,0.0,0.0,67.5,143.1,184.4
2015-09-24,5.1,0.0,62.9,138.5,179.9
2015-09-25,0.0,0.0,63.54,139.2,180.6
2015-09-26,0.0,0.0,64.27,140.0,181.5
2015-09-27,0.0,0.0,64.88,140.7,182.2
2015-09-28,0.0,0.0,65.34,141.2,182.7
2015-09-29,0.0,0.0,65.83,141.8,183.2
2015-09-30,0.1,0.0,66.16,142.2,183.6
2015-10-01,5.1,0.0,61.32,137.3,178.8
2015-10-02,12.4,0.0,49.42,125.5,166.9
2015-10-03,0.0,0.0,50.46,126.6,168.1
2015-10-04,5.9,0.0,45.88,122.1,163.6
2015-10-05,0.9,0.0,46.05,122.3,163.8
2015-10-06,1.5,0.0,45.13,121.2,162.7
2015-10-07,0.3,0.0,46.11,121.9,163.4
2015-10-08,0.1,0.0,47.62,123.1,164.6
2015-10-09,0.0,0.0,49.1,124.2,165.8
2015-10-10,9.3,0.0,40.74,115.5,157.1
2015-10-11,0.0,0.0,42.34,116.8,158.4
2015-10-12,0.0,0.0,44.08,118.1,159.7
2015-10-13,20.7,0.0,24.5,97.96,139.5
2015-10-14,39.4,0.0,-3.802,59.36,100.9
2015-10-15,0.2,0.0,10.4,60.51,102.1
2015-10-16,3.0,0.0,12.94,58.61,100.2
2015-10-17,0.0,0.0,16.84,59.79,101.4
2015-10-18,2.9,0.0,16.51,57.58,99.19
2015-10-19,0.4,0.0,18.8,58.2,99.81
2015-10-20,0.1,0.0,20.96,59.27,100.9
2015-10-21,0.0,0.0,22.75,60.36,102.0
2015-10-22,0.0,0.0,24.27,61.44,103.0
2015-10-23,0.0,0.0,25.71,62.73,104.2
2015-10-24,0.0,0.0,27.13,64.29,105.5
2015-10-25,0.0,0.0,28.34,65.8,106.6
2015-10-26,0.1,0.0,29.32,67.19,107.6
2015-10-27,0.0,0.0,30.33,68.64,108.6
2015-10-28,21.3,0.0,10.47,48.21,87.7
2015-10-29,4.3,0.0,11.96,44.95,84.01
2015-10-30,0.0,0.0,15.93,46.33,84.97
2015-10-31,0.1,0.0,18.22,47.66,85.83
2015-11-01,0.0,0.0,19.98,49.2,86.77
2015-11-02,0.0,0.0,21.43,50.85,87.7
2015-11-03,0.0,0.0,22.72,52.55,88.67
2015-11-04,0.0,0.0,23.81,54.13,89.53
2015-11-05,0.0,0.0,24.96,55.85,90.58
2015-11-06,0.0,0.0,26.02,57.51,91.61
2015-11-07,0.0,0.0,27.08,59.18,92.73
2015-11-08,0.0,0.0,28.06,60.77,93.82
2015-11-09,0.0,0.0,28.97,62.28,94.88
2015-11-10,0.0,0.0,29.85,63.75,95.95
2015-11-11,0.0,0.0,30.6,65.05,96.88
2015-11-12,0.0,0.0,31.35,66.34,97.83
2015-11-13,0.1,0.0,31.89,67.38,98.56
2015-11-14,0.1,0.0,32.14,68.04,98.92
2015-11-15,0.0,0.0,32.46,68.72,99.31
2015-11-16,0.0,0.0,32.92,69.54,99.88
2015-11-17,0.0,0.0,33.36,70.32,100.4
2015-11-18,0.0,0.0,33.72,70.99,100.9
2015-11-19,0.1,0.0,34.1,71.71,101.4
2015-11-20,0.0,0.0,34.42,72.32,101.8
2015-11-21,56.8,0.0,-10.86,16.43,45.75
2015-11-22,5.1,0.0,-0.5446,12.47,41.55
2015-11-23,2.2,0.0,2.687,12.44,39.89
2015-11-24,0.0,0.0,5.967,15.69,40.54
2015-11-25,0.1,0.0,7.966,18.43,41.01
2015-11-26,0.0,0.0,9.5,20.72,41.47
2015-11-27,0.0,0.0,10.84,22.81,42.07
2015-11-28,0.0,0.0,11.93,24.64,42.64
2015-11-29,0.0,0.0,12.88,26.3,43.23
2015-11-30,0.0,0.0,13.81,27.93,43.93
2015-12-01,0.1,0.0,14.53,29.33,44.51
2015-12-02,0.0,0.0,15.24,30.68,45.12
2015-12-03,0.2,0.0,15.71,31.74,45.52
2015-12-04,0.1,0.0,16.2,32.74,45.91
2015-12-05,0.1,0.0,16.56,33.57,46.16
2015-12-06,0.0,0.0,17.04,34.48,46.54
2015-12-07,0.0,0.0,17.56,35.42,47.01
2015-12-08,0.0,0.0,18.04,36.32,47.5
2015-12-09,0.2,0.0,18.29,36.95,47.76
2015-12-10,0.4,0.0,18.33,37.3,47.78
2015-12-11,0.2,0.0,18.7,37.91,48.12
2015-12-12,0.0,0.0,19.24,38.7,48.7
2015-12-13,0.1,0.0,19.53,39.25,49.05
2015-12-14,0.0,0.0,19.87,39.82,49.46
2015-12-15,0.0,0.0,20.23,40.42,49.93
2015-12-16,0.0,0.0,20.55,40.98,50.4
2015-12-17,0.0,0.0,20.94,41.61,50.97
2015-12-18,0.0,0.0,21.36,42.3,51.63
2015-12-19,0.0,0.0,21.73,42.94,52.27
2015-12-20,0.0,0.0,22.06,43.55,52.88
2015-12-21,0.2,0.0,22.11,43.84,53.19
2015-12-22,0.0,0.0,22.35,44.28,53.66
2015-12-23,0.1,0.0,22.5,44.63,54.05
2015-12-24,0.1,0.0,22.63,44.94,54.39
2015-12-25,0.0,0.0,22.8,45.26,54.76
2015-12-26,0.0,0.0,22.99,45.61,55.16
2015-12-27,0.0,0.0,23.23,46.03,55.64
2015-12-28,0.2,0.0,23.3,46.29,55.97
2015-12-29,0.1,0.0,23.58,46.76,56.53
2015-12-30,0.0,0.0,23.84,47.2,57.04
2015-12-31,0.0,0.0,24.02,47.57,57.47
2016-01-01,0.0,0.0,24.24,47.98,57.96
2016-01-02,6.6,0.0,18.0,41.62,51.66
2016-01-03,3.9,0.0,15.7,38.01,48.1
2016-01-04,1.8,0.0,15.69,36.53,46.62
2016-01-05,1.2,0.0,15.86,35.67,45.67
2016-01-06,4.6,0.0,12.88,31.67,41.51
2016-01-07,0.1,0.0,14.69,32.36,41.98
2016-01-08,0.0,0.0,15.75,33.1,42.43
2016-01-09,3.5,0.0,13.25,30.25,39.26
2016-01-10,0.2,0.0,14.68,31.08,39.82
2016-01-11,0.0,0.0,15.89,32.26,40.74
2016-01-12,0.0,0.0,16.67,33.27,41.49
2016-01-13,0.0,0.0,17.27,34.17,42.18
2016-01-14,5.2,0.0,12.98,29.7,37.55
2016-01-15,0.2,0.0,14.41,30.31,38.01
2016-01-16,0.0,0.0,15.37,31.08,38.59
2016-01-17,0.0,0.0,16.05,31.88,39.19
2016-01-18,0.0,0.0,16.57,32.62,39.77
2016-01-19,0.0,0.0,16.98,33.27,40.29
2016-01-20,0.0,0.0,17.38,33.91,40.86
2016-01-21,0.0,0.0,17.75,34.54,41.44
2016-01-22,0.0,0.0,18.06,35.09,41.97
2016-01-23,0.0,0.0,18.41,35.7,42.6
2016-01-24,0.0,0.0,18.81,36.38,43.32
2016-01-25,0.0,0.0,19.25,37.12,44.14
2016-01-26,0.0,0.0,19.71,37.93,45.03
2016-01-27,0.0,0.0,20.09,38.65,45.85
2016-01-28,0.0,0.0,20.39,39.28,46.59
2016-01-29,0.0,0.0,20.75,39.97,47.41
2016-01-30,0.0,0.0,21.06,40.61,48.17
2016-01-31,0.0,0.0,21.45,41.35,49.06
2016-02-01,0.1,0.0,21.72,41.96,49.82
2016-02-02,0.1,0.0,21.77,42.3,50.28
2016-02-03,14.7,0.0,8.68,28.19,36.31
2016-02-04,0.0,0.0,12.49,28.99,37.2
2016-02-05,0.0,0.0,14.28,30.04,38.13
2016-02-06,0.0,0.0,15.41,31.19,39.04
2016-02-07,0.0,0.0,16.28,32.32,39.97
2016-02-08,1.0,0.0,16.0,32.28,39.77
2016-02-09,2.5,0.0,14.73,31.0,38.41
2016-02-10,1.7,0.0,14.39,30.32,37.65
2016-02-11,0.0,0.0,15.59,31.35,38.59
2016-02-12,8.8,0.0,8.635,23.5,30.62
2016-02-13,0.1,0.0,11.3,24.48,31.42
2016-02-14,10.8,0.0,3.574,14.55,21.11
2016-02-15,8.3,0.0,0.9558,7.602,13.5
2016-02-16,41.6,0.0,-17.12,-30.05,-26.81
2016-02-17,12.6,0.0,-12.85,-29.97,-37.36
2016-02-18,0.0,0.0,-7.449,-22.56,-34.01
2016-02-19,0.0,0.0,-5.451,-18.71,-29.62
2016-02-20,1.4,0.0,-4.969,-17.0,-27.14
2016-02-21,0.0,0.0,-3.436,-14.1,-23.6
2016-02-22,0.0,0.0,-2.403,-11.72,-20.49
2016-02-23,5.1,0.0,-4.718,-14.34,-22.65
2016-02-24,0.1,0.0,-2.766,-11.88,-20.17
