Datai,Dataf,P30,Livello
2013-12-25 11:00:00+00:00,2013-12-25 11:30:00+00:00,0,0.13
2013-12-25 11:30:00+00:00,2013-12-25 12:00:00+00:00,0,0.13
2013-12-25 12:00:00+00:00,2013-12-25 12:30:00+00:00,0,0.13
2013-12-25 12:30:00+00:00,2013-12-25 13:00:00+00:00,0,0.13
2013-12-25 13:00:00+00:00,2013-12-25 13:30:00+00:00,0,0.13
2013-12-25 13:30:00+00:00,2013-12-25 14:00:00+00:00,0,0.13
2013-12-25 14:00:00+00:00,2013-12-25 14:30:00+00:00,0.2,0.13
2013-12-25 14:30:00+00:00,2013-12-25 15:00:00+00:00,0,0.13
2013-12-25 15:00:00+00:00,2013-12-25 15:30:00+00:00,0.2,0.13
2013-12-25 15:30:00+00:00,2013-12-25 16:00:00+00:00,0,0.13
2013-12-25 16:00:00+00:00,2013-12-25 16:30:00+00:00,0,0.13
2013-12-25 16:30:00+00:00,2013-12-25 17:00:00+00:00,0,0.13
2013-12-25 17:00:00+00:00,2013-12-25 17:30:00+00:00,0.2,0.14
2013-12-25 17:30:00+00:00,2013-12-25 18:00:00+00:00,1,0.13
2013-12-25 18:00:00+00:00,2013-12-25 18:30:00+00:00,1,0.13
2013-12-25 18:30:00+00:00,2013-12-25 19:00:00+00:00,0.4,0.13
2013-12-25 19:00:00+00:00,2013-12-25 19:30:00+00:00,0.2,0.13
2013-12-25 19:30:00+00:00,2013-12-25 20:00:00+00:00,0.2,0.13
2013-12-25 20:00:00+00:00,2013-12-25 20:30:00+00:00,0.6,0.14
2013-12-25 20:30:00+00:00,2013-12-25 21:00:00+00:00,0.4,0.13
2013-12-25 21:00:00+00:00,2013-12-25 21:30:00+00:00,0.6,0.13
2013-12-25 21:30:00+00:00,2013-12-25 22:00:00+00:00,0.6,0.13
2013-12-25 22:00:00+00:00,2013-12-25 22:30:00+00:00,1,0.13
2013-12-25 22:30:00+00:00,2013-12-25 23:00:00+00:00,0.4,0.13
2013-12-25 23:00:00+00:00,2013-12-25 23:30:00+00:00,0.2,0.14
2013-12-25 23:30:00+00:00,2013-12-26 00:00:00+00:00,0,0.14
