Datai,Dataf,P30,Livello
2014-03-05 18:30:00+00:00,2014-03-05 19:00:00+00:00,0,0.3
2014-03-05 19:00:00+00:00,2014-03-05 19:30:00+00:00,0,0.3
2014-03-05 19:30:00+00:00,2014-03-05 20:00:00+00:00,0,0.3
2014-03-05 20:00:00+00:00,2014-03-05 20:30:00+00:00,0,0.29
2014-03-05 20:30:00+00:00,2014-03-05 21:00:00+00:00,0,0.29
2014-03-05 21:00:00+00:00,2014-03-05 21:30:00+00:00,0,0.28
2014-03-05 21:30:00+00:00,2014-03-05 22:00:00+00:00,0,0.28
2014-03-05 22:00:00+00:00,2014-03-05 22:30:00+00:00,0,0.28
2014-03-05 22:30:00+00:00,2014-03-05 23:00:00+00:00,0,0.28
2014-03-05 23:00:00+00:00,2014-03-05 23:30:00+00:00,0,0.28
2014-03-05 23:30:00+00:00,2014-03-06 00:00:00+00:00,0.2,0.27
