Datai,Dataf,P30,Livello
2024-09-18 14:00:00+00:00,2024-09-18 14:30:00+00:00,0,1.33
2024-09-18 14:30:00+00:00,2024-09-18 15:00:00+00:00,0,1.25
2024-09-18 15:00:00+00:00,2024-09-18 15:30:00+00:00,1.4,0.94
2024-09-18 15:30:00+00:00,2024-09-18 16:00:00+00:00,1.8,0.8
2024-09-18 16:00:00+00:00,2024-09-18 16:30:00+00:00,0.6,0.72
2024-09-18 16:30:00+00:00,2024-09-18 17:00:00+00:00,0,0.65
2024-09-18 17:00:00+00:00,2024-09-18 17:30:00+00:00,0.2,0.62
2024-09-18 17:30:00+00:00,2024-09-18 18:00:00+00:00,0,0.61
2024-09-18 18:00:00+00:00,2024-09-18 18:30:00+00:00,0.4,0.65
2024-09-18 18:30:00+00:00,2024-09-18 19:00:00+00:00,1,0.7
2024-09-18 19:00:00+00:00,2024-09-18 19:30:00+00:00,0.8,0.65
2024-09-18 19:30:00+00:00,2024-09-18 20:00:00+00:00,0.2,0.62
2024-09-18 20:00:00+00:00,2024-09-18 20:30:00+00:00,2.2,0.62
2024-09-18 20:30:00+00:00,2024-09-18 21:00:00+00:00,4.6,0.65
2024-09-18 21:00:00+00:00,2024-09-18 21:30:00+00:00,3.2,0.69
2024-09-18 21:30:00+00:00,2024-09-18 22:00:00+00:00,1.6,0.8
2024-09-18 22:00:00+00:00,2024-09-18 22:30:00+00:00,0.8,0.83
2024-09-18 22:30:00+00:00,2024-09-18 23:00:00+00:00,1,0.98
2024-09-18 23:00:00+00:00,2024-09-18 23:30:00+00:00,2.6,1.08
2024-09-18 23:30:00+00:00,2024-09-19 00:00:00+00:00,1.6,1.08
2024-09-19 00:00:00+00:00,2024-09-19 00:30:00+00:00,1.2,1
2024-09-19 00:30:00+00:00,2024-09-19 01:00:00+00:00,1.4,0.9
2024-09-19 01:00:00+00:00,2024-09-19 01:30:00+00:00,2,0.9
2024-09-19 01:30:00+00:00,2024-09-19 02:00:00+00:00,1.8,0.92
2024-09-19 02:00:00+00:00,2024-09-19 02:30:00+00:00,1.4,0.89
2024-09-19 02:30:00+00:00,2024-09-19 03:00:00+00:00,1.6,0.88
2024-09-19 03:00:00+00:00,2024-09-19 03:30:00+00:00,2,0.89
2024-09-19 03:30:00+00:00,2024-09-19 04:00:00+00:00,1.8,0.89
2024-09-19 04:00:00+00:00,2024-09-19 04:30:00+00:00,0.4,0.88
2024-09-19 04:30:00+00:00,2024-09-19 05:00:00+00:00,0.4,0.91
2024-09-19 05:00:00+00:00,2024-09-19 05:30:00+00:00,0.8,0.92
2024-09-19 05:30:00+00:00,2024-09-19 06:00:00+00:00,0.4,0.97
2024-09-19 06:00:00+00:00,2024-09-19 06:30:00+00:00,0.6,0.98
2024-09-19 06:30:00+00:00,2024-09-19 07:00:00+00:00,0.8,0.87
2024-09-19 07:00:00+00:00,2024-09-19 07:30:00+00:00,0.8,0.8
2024-09-19 07:30:00+00:00,2024-09-19 08:00:00+00:00,0.6,0.75
2024-09-19 08:00:00+00:00,2024-09-19 08:30:00+00:00,0.6,0.71
2024-09-19 08:30:00+00:00,2024-09-19 09:00:00+00:00,2.4,0.69
2024-09-19 09:00:00+00:00,2024-09-19 09:30:00+00:00,0,0.67
2024-09-19 09:30:00+00:00,2024-09-19 10:00:00+00:00,0.2,0.66
2024-09-19 10:00:00+00:00,2024-09-19 10:30:00+00:00,1.4,0.66
2024-09-19 10:30:00+00:00,2024-09-19 11:00:00+00:00,1,0.7
2024-09-19 11:00:00+00:00,2024-09-19 11:30:00+00:00,0.2,0.77
2024-09-19 11:30:00+00:00,2024-09-19 12:00:00+00:00,1.6,0.71
2024-09-19 12:00:00+00:00,2024-09-19 12:30:00+00:00,1.4,0.69
2024-09-19 12:30:00+00:00,2024-09-19 13:00:00+00:00,0.4,0.7
2024-09-19 13:00:00+00:00,2024-09-19 13:30:00+00:00,0.4,0.68
2024-09-19 13:30:00+00:00,2024-09-19 14:00:00+00:00,0,0.7
2024-09-19 14:00:00+00:00,2024-09-19 14:30:00+00:00,0,0.73
2024-09-19 14:30:00+00:00,2024-09-19 15:00:00+00:00,0,0.71
2024-09-19 15:00:00+00:00,2024-09-19 15:30:00+00:00,0,0.7
2024-09-19 15:30:00+00:00,2024-09-19 16:00:00+00:00,0,0.66
2024-09-19 16:00:00+00:00,2024-09-19 16:30:00+00:00,0,0.62
2024-09-19 16:30:00+00:00,2024-09-19 17:00:00+00:00,0,0.59
2024-09-19 17:00:00+00:00,2024-09-19 17:30:00+00:00,0,0.56
2024-09-19 17:30:00+00:00,2024-09-19 18:00:00+00:00,0,0.54
2024-09-19 18:00:00+00:00,2024-09-19 18:30:00+00:00,0,0.51
2024-09-19 18:30:00+00:00,2024-09-19 19:00:00+00:00,0,0.5
2024-09-19 19:00:00+00:00,2024-09-19 19:30:00+00:00,0,0.48
2024-09-19 19:30:00+00:00,2024-09-19 20:00:00+00:00,0,0.46
2024-09-19 20:00:00+00:00,2024-09-19 20:30:00+00:00,0,0.45
2024-09-19 20:30:00+00:00,2024-09-19 21:00:00+00:00,0.2,0.43
2024-09-19 21:00:00+00:00,2024-09-19 21:30:00+00:00,0,0.43
2024-09-19 21:30:00+00:00,2024-09-19 22:00:00+00:00,0,0.42
2024-09-19 22:00:00+00:00,2024-09-19 22:30:00+00:00,0,0.41
2024-09-19 22:30:00+00:00,2024-09-19 23:00:00+00:00,0,0.4
2024-09-19 23:00:00+00:00,2024-09-19 23:30:00+00:00,0,0.39
2024-09-19 23:30:00+00:00,2024-09-20 00:00:00+00:00,0,0.38
