Datai,Dataf,P30,Livello
2013-04-05 14:00:00+00:00,2013-04-05 14:30:00+00:00,0,0.39
2013-04-05 14:30:00+00:00,2013-04-05 15:00:00+00:00,0,0.38
2013-04-05 15:00:00+00:00,2013-04-05 15:30:00+00:00,0.2,0.38
2013-04-05 15:30:00+00:00,2013-04-05 16:00:00+00:00,0.2,0.36
2013-04-05 16:00:00+00:00,2013-04-05 16:30:00+00:00,0,0.36
2013-04-05 16:30:00+00:00,2013-04-05 17:00:00+00:00,0.2,0.34
2013-04-05 17:00:00+00:00,2013-04-05 17:30:00+00:00,0.2,0.34
2013-04-05 17:30:00+00:00,2013-04-05 18:00:00+00:00,0.2,0.33
2013-04-05 18:00:00+00:00,2013-04-05 18:30:00+00:00,0,0.34
2013-04-05 18:30:00+00:00,2013-04-05 19:00:00+00:00,0,0.34
2013-04-05 19:00:00+00:00,2013-04-05 19:30:00+00:00,0,0.34
2013-04-05 19:30:00+00:00,2013-04-05 20:00:00+00:00,0,0.33
2013-04-05 20:00:00+00:00,2013-04-05 20:30:00+00:00,0,0.33
2013-04-05 20:30:00+00:00,2013-04-05 21:00:00+00:00,0,0.33
2013-04-05 21:00:00+00:00,2013-04-05 21:30:00+00:00,0,0.33
2013-04-05 21:30:00+00:00,2013-04-05 22:00:00+00:00,0,0.33
2013-04-05 22:00:00+00:00,2013-04-05 22:30:00+00:00,0,0.31
2013-04-05 22:30:00+00:00,2013-04-05 23:00:00+00:00,0,0.31
2013-04-05 23:00:00+00:00,2013-04-05 23:30:00+00:00,0,0.31
2013-04-05 23:30:00+00:00,2013-04-06 00:00:00+00:00,0,0.3
