Datai,Dataf,P30,Livello
2014-01-30 22:30:00+00:00,2014-01-30 23:00:00+00:00,2,0.58
2014-01-30 23:00:00+00:00,2014-01-30 23:30:00+00:00,1.4,0.54
2014-01-30 23:30:00+00:00,2014-01-31 00:00:00+00:00,0.8,0.51
2014-01-31 00:00:00+00:00,2014-01-31 00:30:00+00:00,1.2,0.51
2014-01-31 00:30:00+00:00,2014-01-31 01:00:00+00:00,1.8,0.55
2014-01-31 01:00:00+00:00,2014-01-31 01:30:00+00:00,3.2,0.64
2014-01-31 01:30:00+00:00,2014-01-31 02:00:00+00:00,0.4,0.72
2014-01-31 02:00:00+00:00,2014-01-31 02:30:00+00:00,0,0.78
2014-01-31 02:30:00+00:00,2014-01-31 03:00:00+00:00,0.2,0.85
2014-01-31 03:00:00+00:00,2014-01-31 03:30:00+00:00,0,1.03
2014-01-31 03:30:00+00:00,2014-01-31 04:00:00+00:00,0.2,1.06
2014-01-31 04:00:00+00:00,2014-01-31 04:30:00+00:00,0,0.92
2014-01-31 04:30:00+00:00,2014-01-31 05:00:00+00:00,0.2,0.74
2014-01-31 05:00:00+00:00,2014-01-31 05:30:00+00:00,0,0.65
2014-01-31 05:30:00+00:00,2014-01-31 06:00:00+00:00,0,0.58
2014-01-31 06:00:00+00:00,2014-01-31 06:30:00+00:00,0,0.54
2014-01-31 06:30:00+00:00,2014-01-31 07:00:00+00:00,0,0.49
2014-01-31 07:00:00+00:00,2014-01-31 07:30:00+00:00,0,0.47
2014-01-31 07:30:00+00:00,2014-01-31 08:00:00+00:00,0,0.45
2014-01-31 08:00:00+00:00,2014-01-31 08:30:00+00:00,0,0.43
2014-01-31 08:30:00+00:00,2014-01-31 09:00:00+00:00,0,0.41
2014-01-31 09:00:00+00:00,2014-01-31 09:30:00+00:00,0,0.4
2014-01-31 09:30:00+00:00,2014-01-31 10:00:00+00:00,0,0.38
2014-01-31 10:00:00+00:00,2014-01-31 10:30:00+00:00,0,0.37
2014-01-31 10:30:00+00:00,2014-01-31 11:00:00+00:00,0,0.36
2014-01-31 11:00:00+00:00,2014-01-31 11:30:00+00:00,0,0.35
2014-01-31 11:30:00+00:00,2014-01-31 12:00:00+00:00,0,0.34
2014-01-31 12:00:00+00:00,2014-01-31 12:30:00+00:00,0,0.33
2014-01-31 12:30:00+00:00,2014-01-31 13:00:00+00:00,0,0.32
2014-01-31 13:00:00+00:00,2014-01-31 13:30:00+00:00,0.2,0.32
2014-01-31 13:30:00+00:00,2014-01-31 14:00:00+00:00,0.2,0.31
2014-01-31 14:00:00+00:00,2014-01-31 14:30:00+00:00,0.4,0.3
2014-01-31 14:30:00+00:00,2014-01-31 15:00:00+00:00,0.6,0.3
2014-01-31 15:00:00+00:00,2014-01-31 15:30:00+00:00,0.6,0.29
2014-01-31 15:30:00+00:00,2014-01-31 16:00:00+00:00,0.8,0.29
2014-01-31 16:00:00+00:00,2014-01-31 16:30:00+00:00,0.4,0.29
2014-01-31 16:30:00+00:00,2014-01-31 17:00:00+00:00,0.4,0.3
2014-01-31 17:00:00+00:00,2014-01-31 17:30:00+00:00,0.4,0.32
2014-01-31 17:30:00+00:00,2014-01-31 18:00:00+00:00,0.2,0.34
2014-01-31 18:00:00+00:00,2014-01-31 18:30:00+00:00,0.2,0.37
2014-01-31 18:30:00+00:00,2014-01-31 19:00:00+00:00,0.2,0.41
2014-01-31 19:00:00+00:00,2014-01-31 19:30:00+00:00,0,0.41
2014-01-31 19:30:00+00:00,2014-01-31 20:00:00+00:00,0,0.41
2014-01-31 20:00:00+00:00,2014-01-31 20:30:00+00:00,0,0.4
2014-01-31 20:30:00+00:00,2014-01-31 21:00:00+00:00,0,0.39
2014-01-31 21:00:00+00:00,2014-01-31 21:30:00+00:00,0,0.38
2014-01-31 21:30:00+00:00,2014-01-31 22:00:00+00:00,0,0.37
2014-01-31 22:00:00+00:00,2014-01-31 22:30:00+00:00,0.4,0.36
2014-01-31 22:30:00+00:00,2014-01-31 23:00:00+00:00,0,0.35
2014-01-31 23:00:00+00:00,2014-01-31 23:30:00+00:00,0.2,0.34
2014-01-31 23:30:00+00:00,2014-02-01 00:00:00+00:00,0.2,0.33
