Datai,Dataf,P30,Livello
2024-10-19 14:30:00+00:00,2024-10-19 15:00:00+00:00,0.2,0.95
2024-10-19 15:00:00+00:00,2024-10-19 15:30:00+00:00,0.4,1.02
2024-10-19 15:30:00+00:00,2024-10-19 16:00:00+00:00,0.8,0.89
2024-10-19 16:00:00+00:00,2024-10-19 16:30:00+00:00,1.8,0.86
2024-10-19 16:30:00+00:00,2024-10-19 17:00:00+00:00,2.6,0.86
2024-10-19 17:00:00+00:00,2024-10-19 17:30:00+00:00,7.2,0.79
2024-10-19 17:30:00+00:00,2024-10-19 18:00:00+00:00,4.8,0.69
2024-10-19 18:00:00+00:00,2024-10-19 18:30:00+00:00,9,0.7
2024-10-19 18:30:00+00:00,2024-10-19 19:00:00+00:00,6.6,0.85
2024-10-19 19:00:00+00:00,2024-10-19 19:30:00+00:00,2.4,1.22
2024-10-19 19:30:00+00:00,2024-10-19 20:00:00+00:00,0.6,1.56
2024-10-19 20:00:00+00:00,2024-10-19 20:30:00+00:00,2,1.9
2024-10-19 20:30:00+00:00,2024-10-19 21:00:00+00:00,8.2,2.16
2024-10-19 21:00:00+00:00,2024-10-19 21:30:00+00:00,4.8,1.6
2024-10-19 21:30:00+00:00,2024-10-19 22:00:00+00:00,1.2,1.29
2024-10-19 22:00:00+00:00,2024-10-19 22:30:00+00:00,4,1.3
2024-10-19 22:30:00+00:00,2024-10-19 23:00:00+00:00,0.4,1.41
2024-10-19 23:00:00+00:00,2024-10-19 23:30:00+00:00,0.6,1.88
2024-10-19 23:30:00+00:00,2024-10-20 00:00:00+00:00,6,1.97
2024-10-20 00:00:00+00:00,2024-10-20 00:30:00+00:00,1.2,1.35
2024-10-20 00:30:00+00:00,2024-10-20 01:00:00+00:00,1.2,1.15
2024-10-20 01:00:00+00:00,2024-10-20 01:30:00+00:00,15,1.16
2024-10-20 01:30:00+00:00,2024-10-20 02:00:00+00:00,0.4,1.21
2024-10-20 02:00:00+00:00,2024-10-20 02:30:00+00:00,0,1.67
2024-10-20 02:30:00+00:00,2024-10-20 03:00:00+00:00,0,1.48
2024-10-20 03:00:00+00:00,2024-10-20 03:30:00+00:00,0,1.73
2024-10-20 03:30:00+00:00,2024-10-20 04:00:00+00:00,0,1.76
2024-10-20 04:00:00+00:00,2024-10-20 04:30:00+00:00,0,1.23
2024-10-20 04:30:00+00:00,2024-10-20 05:00:00+00:00,0,0.93
2024-10-20 05:00:00+00:00,2024-10-20 05:30:00+00:00,0.2,0.83
2024-10-20 05:30:00+00:00,2024-10-20 06:00:00+00:00,0.2,0.73
2024-10-20 06:00:00+00:00,2024-10-20 06:30:00+00:00,0,0.67
2024-10-20 06:30:00+00:00,2024-10-20 07:00:00+00:00,0,0.61
2024-10-20 07:00:00+00:00,2024-10-20 07:30:00+00:00,0,0.58
2024-10-20 07:30:00+00:00,2024-10-20 08:00:00+00:00,0,0.56
2024-10-20 08:00:00+00:00,2024-10-20 08:30:00+00:00,0,0.53
2024-10-20 08:30:00+00:00,2024-10-20 09:00:00+00:00,0,0.52
2024-10-20 09:00:00+00:00,2024-10-20 09:30:00+00:00,0,0.51
2024-10-20 09:30:00+00:00,2024-10-20 10:00:00+00:00,0,0.49
2024-10-20 10:00:00+00:00,2024-10-20 10:30:00+00:00,0,0.47
2024-10-20 10:30:00+00:00,2024-10-20 11:00:00+00:00,0.4,0.46
2024-10-20 11:00:00+00:00,2024-10-20 11:30:00+00:00,0,0.44
2024-10-20 11:30:00+00:00,2024-10-20 12:00:00+00:00,0.2,0.42
2024-10-20 12:00:00+00:00,2024-10-20 12:30:00+00:00,0,0.4
2024-10-20 12:30:00+00:00,2024-10-20 13:00:00+00:00,0,0.39
2024-10-20 13:00:00+00:00,2024-10-20 13:30:00+00:00,0,0.39
2024-10-20 13:30:00+00:00,2024-10-20 14:00:00+00:00,0,0.4
2024-10-20 14:00:00+00:00,2024-10-20 14:30:00+00:00,0,0.4
2024-10-20 14:30:00+00:00,2024-10-20 15:00:00+00:00,0,0.4
2024-10-20 15:00:00+00:00,2024-10-20 15:30:00+00:00,0,0.39
2024-10-20 15:30:00+00:00,2024-10-20 16:00:00+00:00,0,0.37
2024-10-20 16:00:00+00:00,2024-10-20 16:30:00+00:00,0,0.36
2024-10-20 16:30:00+00:00,2024-10-20 17:00:00+00:00,0,0.36
2024-10-20 17:00:00+00:00,2024-10-20 17:30:00+00:00,0,0.34
2024-10-20 17:30:00+00:00,2024-10-20 18:00:00+00:00,0,0.34
2024-10-20 18:00:00+00:00,2024-10-20 18:30:00+00:00,0,0.34
2024-10-20 18:30:00+00:00,2024-10-20 19:00:00+00:00,0,0.33
2024-10-20 19:00:00+00:00,2024-10-20 19:30:00+00:00,0,0.32
2024-10-20 19:30:00+00:00,2024-10-20 20:00:00+00:00,0,0.31
2024-10-20 20:00:00+00:00,2024-10-20 20:30:00+00:00,0,0.31
2024-10-20 20:30:00+00:00,2024-10-20 21:00:00+00:00,0,0.29
2024-10-20 21:00:00+00:00,2024-10-20 21:30:00+00:00,0,0.3
2024-10-20 21:30:00+00:00,2024-10-20 22:00:00+00:00,0,0.29
2024-10-20 22:00:00+00:00,2024-10-20 22:30:00+00:00,0,0.28
2024-10-20 22:30:00+00:00,2024-10-20 23:00:00+00:00,0,0.28
2024-10-20 23:00:00+00:00,2024-10-20 23:30:00+00:00,0,0.28
2024-10-20 23:30:00+00:00,2024-10-21 00:00:00+00:00,0,0.27
